k,summ
201772,2192
201775,3330
201782,6384
201789,6340
201792,4064
201796,3353
201798,6296
201801,1953
201802,9618
201808,4384
201829,5247
201832,8100
201848,23978
201854,4860
201857,4329
201863,4024
201867,9534
201881,3752
201883,5824
201886,3120
201888,5229
201889,6828
201894,2412
201896,3915
201898,8240
201899,2828
201900,5841
201903,5800
201909,25619
201910,7200
201940,5328
201942,2796
201944,7128
201951,8514
201955,10422
201959,4900
201963,5430
201965,7245
201968,8724
201974,3256
201981,7548
201986,4912
201989,1430
201990,3882
201995,2716
202001,3122
202012,12656
202020,3246
202028,3584
202031,1670
202033,2000
202044,4228
202045,5580
202046,1368
202053,2710
202054,4968
202062,3730
202072,4768
202083,3232
202093,2856
202096,2496
202104,7909
202107,6864
202108,27094
202114,4906
202121,3031
202140,4445
202142,6258
202144,2792
202149,2226
202155,11186
202157,5031
202160,3609
202162,3296
202163,6402
202166,6948
202171,14400
202172,7650
202173,3114
202176,11700
202181,5859
202185,22591
202187,3120
202192,9464
202198,12800
202203,3934
202208,7098
202229,2500
202235,4207
202241,4884
202244,7106
202257,5516
202276,5184
202281,4004
202282,19320
202283,4207
202289,5166
202296,4613
202298,11376
202301,3890
202305,2742
202314,7160
202319,2610
202333,4410
202334,3374
202338,3584
202341,7924
202342,3836
202351,3123
202352,4920
202375,6830
202381,8895
202383,23344
202393,5778
202395,4824
202408,10727
202416,6747
202426,6312
202432,2464
202439,18952
202443,3190
202447,3864
202450,4983
202462,962
202478,6754
202480,6260
202486,4797
202489,1905
202492,3456
202497,1200
202499,1111
202514,15582
202515,4026
202526,10494
202527,23608
202529,8250
202531,4850
202537,8272
202538,13904
202552,15796
202556,2810
202559,10128
202584,3381
202590,6640
202599,6528
202609,12405
202613,5676
202615,51837
202629,7038
202636,3408
202637,6792
202638,6513
202645,4386
202656,6948
202657,4456
202658,6402
202661,6890
202662,4464
202663,5516
202665,5570
202667,2875
202669,8456
202689,6450
202691,5616
202696,10114
202698,8591
202708,4708
202709,4572
202719,6303
202721,1716
202734,5064
202740,5962
202743,2552
202744,4207
202759,2160
202768,4041
202784,5778
202805,3114
202806,6320
202812,8370
202819,2366
202822,19200
202823,8624
202832,11690
202838,3876
202842,1589
202845,2912
202850,5930
202856,4246
202862,8456
202880,5160
202890,10362
202891,5920
202893,26010
202896,6039
202899,1020
202903,4914
202905,8520
202914,4050
202919,28314
202921,6588
202922,3684
202926,7007
202928,3927
202931,3272
202936,6695
202937,4080
202945,8176
202946,3234
202948,3276
202950,5265
202951,5376
202960,4334
202964,29800
202972,6672
202995,6636
202997,10932
203001,5970
203002,3410
203007,7220
203030,5408
203033,6552
203040,5100
203049,7764
203050,2620
203063,4776
203065,18435
203070,3792
203072,2982
203074,12600
203080,27540
203081,4584
203083,1324
203087,1353
203089,3916
203094,6060
203095,24500
203101,1650
203104,4515
203111,3372
203113,15725
203126,5796
203134,11600
203140,4336
203143,4779
203153,2015
203155,3088
203168,3160
203174,5244
203176,5835
203183,9240
203191,3672
203194,2877
203198,4068
203199,3521
203209,4860
203212,3684
203216,5408
203217,3537
203219,7030
203222,5720
203224,4014
203230,3078
203237,6750
203243,11564
203248,4710
203252,4032
203254,3145
203257,3760
203259,2394
203275,7164
203279,5532
203280,4620
203282,19425
203286,15050
203287,4332
203294,2709
203296,2597
203297,5368
203298,4302
203305,2520
203308,27425
203321,516
203328,2511
203330,3528
203352,3480
203360,4160
203364,6780
203365,2900
203371,5599
203381,21315
203384,5488
203398,16290
203399,5220
203402,3762
203404,8710
203409,6344
203414,5080
203415,3396
203429,4430
203448,3564
203459,16416
203463,11118
203468,10512
203474,8361
203478,1040
203489,4961
203497,12078
203498,18680
203501,6580
203507,2600
203508,1734
203524,4015
203525,6075
203545,7520
203549,3440
203552,5392
203564,32890
203575,17680
203581,4446
203582,9031
203584,4995
203585,22675
203587,4939
203592,6266
203593,4608
203596,3144
203598,5964
203600,16150
203616,3336
203632,22365
203647,6710
203654,3714
203657,2907
203662,6963
203680,25852
203684,6210
203690,7056
203696,5841
203697,19228
203704,12348
203705,9372
203706,2080
203707,3896
203708,6380
203709,18524
203716,5863
203729,3684
203732,3555
203737,10152
203747,4356
203752,10020
203754,10380
203761,8632
203763,3552
203766,10348
203770,6226
203777,13700
203780,26180
203782,5860
203783,4404
203787,2723
203793,7245
203797,1221
203798,4452
203808,22885
203813,6994
203815,1442
203817,35412
203825,1204
203840,8778
203845,6974
203863,4590
203864,6578
203869,5720
203872,3210
203875,636
203877,7935
203889,3900
203895,4690
203896,6972
203897,37388
203898,1245
203900,2856
203903,6120
203909,4725
203912,5360
203941,6345
203952,2088
203955,2590
203957,2352
203970,8657
203984,5120
203989,37490
203996,3663
204001,1449
204003,3944
204008,20538
204024,5640
204029,6032
204036,5787
204037,5337
204038,7073
204050,5139
204053,7644
204054,2004
204060,2534
204067,2191
204068,1456
204073,3942
204077,1985
204078,6682
204085,2080
204090,1840
204091,3192
204107,3262
204114,4806
204131,43008
204134,8007
204136,27480
204139,3234
204144,5598
204149,21275
204157,5824
204165,1996
204168,6587
204169,652
204177,3512
204180,4545
204183,2416
204184,2457
204192,7040
204197,2457
204198,4059
204199,2470
204202,1341
204208,2690
204211,6399
204212,1456
204214,5450
204216,2514
204221,6501
204224,5344
204225,3688
204227,3216
204240,4152
204246,3504
204248,2712
204249,6096
204252,2820
204259,3800
204260,3496
204263,9178
204266,3808
204270,1960
204272,3346
204280,12614
204281,2898
204285,2376
204286,6708
204288,5820
204294,42346
204295,3915
204298,3318
204302,1962
204304,6309
204305,28512
204309,3807
204310,2232
204312,4279
204324,2580
204334,4788
204339,4109
204359,5720
204361,1505
204378,6282
204382,5472
204395,5600
204396,2736
204399,3410
204401,6380
204407,5316
204417,3204
204420,3618
204421,2370
204433,7490
204435,10830
204445,8722
204454,2355
204456,4914
204463,11704
204465,3177
204466,1604
204467,3384
204480,2222
204485,13680
204487,3108
204491,4446
204493,2964
204495,4203
204500,4780
204501,2583
204502,4410
204506,24860
204508,7428
204514,5620
204516,8100
204517,1098
204519,4800
204522,1680
204537,7640
204545,3290
204546,3276
204547,6282
204550,9576
204558,2410
204564,3270
204568,3152
204575,6790
204580,6461
204581,4392
204583,8544
204585,2240
204590,4887
204592,6692
204594,6307
204608,6120
204609,4328
204623,4953
204626,1816
204633,3360
204639,5104
204640,3465
204646,14560
204654,7641
204658,3205
204661,16470
204670,3817
204671,3132
204688,4320
204698,4347
204700,8988
204702,2628
204704,3330
204705,4788
204712,13594
204716,6039
204717,4186
204718,6116
204729,2604
204745,13734
204750,9262
204751,29421
204758,16813
204771,740
204773,4979
204782,3288
204795,3294
204796,5730
204798,2299
204819,3656
204835,1775
204836,4151
204842,13700
204846,2723
204853,4704
204855,17948
204856,1180
204864,10868
204878,8272
204880,8294
204884,5292
204891,13482
204904,6000
204912,5236
204916,2590
204937,3501
204942,4408
204943,8047
204946,13320
204947,6800
204953,4158
204961,7601
204965,10164
204966,7073
204968,21920
204972,25014
204976,3702
204982,13000
204996,1725
205003,6936
205011,4367
205022,22788
205024,3879
205027,4264
205032,3876
205039,6650
205050,2640
205053,7210
205055,3990
205062,11774
205065,5265
205073,2748
205075,5994
205076,4572
205078,4961
205097,3220
205105,5604
205108,5054
205112,6939
205116,20493
205124,6480
205130,6097
205137,4592
205142,5517
205143,3910
205149,3357
205155,2981
205157,5138
205169,4325
205175,5600
205176,3720
205177,2527
205178,6240
205186,9690
205187,8460
205188,3150
205206,7139
205211,3448
205212,5544
205215,30932
205220,13520
205227,5670
205228,2544
205242,30958
205253,5370
205264,8370
205266,2754
205269,2380
205272,13536
205278,2940
205285,1296
205286,4316
205289,5532
205292,3400
205293,7139
205297,6006
205301,5630
205315,2712
205332,4338
205340,30400
205346,6669
205354,4935
205357,3808
205363,2483
205367,3510
205373,3324
205379,4746
205380,1639
205387,7891
205392,8624
205397,4152
205409,10478
205411,6776
205423,7104
205446,1000
205449,2651
205452,6461
205481,4477
205488,16280
205489,1530
205510,17703
205513,2109
205515,51264
205516,6768
205519,2485
205532,3992
205538,3825
205540,9030
205541,1611
205543,8530
205545,3600
205548,7800
205550,5304
205590,6057
205607,4660
205622,3128
205634,5463
205637,2660
205638,28026
205641,6184
205644,4300
205645,5400
205649,2457
205652,7497
205653,3080
205660,815
205667,16848
205684,26260
205685,3549
205686,3968
205697,2651
205700,15960
205702,4000
205704,2020
205705,1173
205706,3231
205714,7320
205718,1995
205719,4986
205721,3432
205722,22770
205723,14832
205727,2100
205736,5796
205738,6992
205746,4125
205753,4641
205756,11973
205763,2934
205766,7308
205771,6342
205782,1712
205785,3360
205791,5958
205809,5936
205811,3198
205813,9420
205814,25152
205817,3222
205820,3618
205830,4090
205847,4380
205852,3807
205853,9808
205856,4050
205859,6237
205869,4221
205875,3600
205888,1792
205889,4829
205893,11070
205896,4870
205897,9672
205907,5400
205922,9802
205931,12870
205932,2800
205934,5844
205936,16480
205940,3024
205947,5684
205949,3773
205950,4005
205967,9390
205974,2736
205977,25959
205983,6740
205994,13024
205995,3780
206007,28526
206008,5044
206010,2432
206014,3936
206015,9708
206027,2778
206033,5820
206035,4360
206038,2995
206040,6747
206041,4600
206043,3094
206054,4473
206057,6369
206059,7506
206060,3696
206064,4521
206065,5590
206070,5085
206071,3400
206072,7160
206074,6695
206077,2990
206082,3784
206084,3408
206088,3020
206095,5048
206096,8496
206100,12880
206103,4350
206110,6380
206113,19184
206120,21573
206128,3573
206129,31004
206131,4770
206137,2604
206139,3248
206142,3752
206154,3123
206164,4336
206166,3892
206167,11237
206168,5088
206173,8604
206174,2576
206175,1884
206177,2990
206181,8000
206188,5213
206202,2576
206205,3450
206218,2460
206224,5300
206226,4008
206255,3836
206258,6444
206273,5650
206275,6636
206276,6680
206279,5775
206280,8724
206288,14880
206303,2920
206305,8556
206309,11648
206310,5992
206311,5280
206313,5208
206316,6655
206326,2394
206327,6660
206329,2075
206343,6960
206356,3160
206360,4510
206368,3388
206376,7112
206380,4686
206381,15594
206383,1060
206385,1197
206387,5355
206391,2688
206392,6330
206394,1140
206397,4064
206401,4368
206415,5589
206420,3520
206422,6831
206428,4433
206433,13494
206437,16588
206438,4150
206440,4329
206447,7560
206457,6756
206464,6204
206472,5090
206481,5805
206490,3052
206491,6501
206493,5068
206495,6017
206500,7530
206514,2960
206515,3190
206523,3608
206530,28094
206535,8463
206536,5400
206538,1176
206542,12320
206551,4020
206555,19240
206566,2817
206574,10773
206576,8037
206585,20145
206588,6279
206591,26473
206592,4466
206601,6672
206612,12054
206628,3255
206632,24360
206637,12180
206638,15963
206640,7104
206642,5018
206645,8136
206646,4437
206647,3288
206663,11704
206673,3069
206674,25296
206687,7335
206690,9200
206691,10116
206693,5500
206698,8343
206712,5940
206714,10241
206752,4720
206762,7098
206772,1760
206802,10548
206803,5150
206818,4130
206819,3728
206820,18464
206821,3920
206824,3852
206826,8415
206839,3500
206844,2793
206853,18832
206859,9472
206866,4452
206869,1311
206874,3768
206875,2484
206877,2640
206886,38077
206889,3690
206892,5175
206899,11440
206906,7910
206914,2624
206917,8327
206921,8118
206923,2601
206928,6636
206930,11640
206934,20614
206938,4257
206945,1290
206946,8199
206947,6372
206948,3341
206958,1260
206961,2605
206966,2595
206970,5013
206989,4565
207005,2583
207017,6787
207018,5885
207022,4068
207030,2364
207031,6622
207032,4671
207035,5742
207042,1617
207052,3555
207053,10296
207065,10795
207067,5112
207069,1335
207077,24192
207082,5304
207087,15900
207089,10248
207091,1800
207114,3708
207121,3850
207134,7700
207135,6300
207140,1557
207143,3720
207162,1064
207173,4408
207176,8866
207178,5841
207196,4080
207206,6928
207212,7348
207216,3450
207221,2275
207224,4365
207225,3738
207233,7572
207239,3728
207250,3822
207257,5724
207261,7085
207286,2979
207289,18732
207294,3660
207306,2750
207307,3408
207318,8229
207322,1989
207325,3972
207326,4272
207331,3753
207336,8239
207341,2950
207347,3310
207354,3930
207362,4576
207366,2625
207367,3792
207372,3234
207373,3888
207375,2238
207385,2390
207394,3542
207399,5652
207406,6180
207411,3408
207417,4537
207425,1638
207434,2484
207436,5328
207442,19950
207446,4290
207447,5679
207454,4644
207456,20309
207474,3825
207494,5621
207499,8436
207502,4592
207504,4653
207510,4298
207513,4470
207518,4437
207525,7117
207528,3535
207533,5112
207549,7596
207553,3910
207557,6687
207560,2700
207563,2860
207566,3120
207577,24800
207578,6127
207585,3416
207586,4849
207588,19272
207589,5985
207599,3444
207603,3024
207613,27118
207624,3960
207626,2604
207628,4256
207629,6170
207630,7572
207636,2625
207637,7620
207638,20592
207644,5026
207652,5032
207653,1316
207654,8428
207658,1164
207660,3480
207666,4230
207670,5292
207681,7140
207688,7660
207691,4280
207692,3320
207707,4917
207714,2400
207718,6952
207719,29100
207726,3960
207728,14496
207742,3982
207743,6544
207758,1695
207765,8980
207769,560
207770,6061
207774,4120
207785,7750
207806,3185
207808,5929
207810,6000
207823,3402
207830,1900
207832,2366
207834,5090
207837,3650
207839,4540
207850,3878
207851,4068
207860,7546
207865,5018
207876,5054
207879,8047
207881,16902
207884,2688
207885,3170
207890,1648
207899,6318
207900,6400
207902,3201
207909,5336
207926,6040
207933,4736
207944,4818
207950,1722
207959,6045
207963,25398
207965,9350
207967,7578
207968,4110
207969,12216
207972,1340
207973,5446
207974,4312
207975,10368
207978,2416
207995,7008
208003,7602
208004,13860
208007,39501
208009,4340
208014,1860
208018,2303
208026,6732
208029,4994
208032,2478
208033,67070
208044,3437
208048,6880
208050,7728
208060,5688
208061,14953
208064,7322
208069,1469
208073,13644
208082,6430
208089,10650
208093,2051
208095,12042
208096,4668
208106,6876
208110,5720
208112,1696
208113,5592
208114,2975
208123,1764
208128,13143
208130,4641
208139,1420
208145,3768
208153,5856
208155,3970
208157,1698
208161,20020
208164,4600
208166,3660
208170,7084
208173,1827
208181,7770
208182,2388
208186,3773
208188,5550
208199,11121
208201,3773
208216,6708
208217,3624
208219,1825
208226,10030
208228,5124
208229,4840
208248,2016
208254,3552
208256,1778
208271,4284
208274,2016
208282,3940
208288,6495
208292,12257
208295,4050
208309,5210
208313,3720
208314,34850
208319,18772
208330,2600
208340,2541
208342,6347
208344,5980
208346,6818
208351,5280
208354,22242
208356,9152
208364,2317
208383,5270
208385,8260
208386,1716
208389,3120
208390,3681
208391,4848
208392,1710
208402,2912
208405,5160
208409,2672
208417,4386
208423,5137
208425,2490
208428,2952
208432,10318
208438,4780
208444,6273
208447,7924
208448,6300
208454,16245
208458,7904
208461,3540
208467,1292
208468,7953
208472,4256
208480,14032
208485,5239
208486,5049
208489,4221
208499,5920
208508,4140
208522,3760
208527,6125
208529,3084
208531,9360
208539,3630
208541,1935
208548,3318
208555,3600
208564,6435
208575,1827
208585,3312
208586,4059
208588,3792
208590,4763
208599,4320
208608,4260
208614,8964
208634,5268
208636,1665
208637,5226
208642,2538
208647,6620
208649,3437
208656,5698
208658,8428
208659,6200
208666,3577
208667,12065
208669,2214
208684,2799
208685,22116
208686,3470
208689,2472
208692,3848
208696,4480
208704,3689
208709,4160
208713,1110
208715,3940
208726,10305
208740,16944
208751,7080
208753,6492
208756,11754
208770,5088
208771,1828
208772,23976
208774,2110
208788,3388
208789,5730
208790,5784
208800,2466
208801,2637
208815,4590
208821,5181
208822,4725
208824,12404
208825,12720
208826,32162
208830,22197
208833,5634
208839,5190
208843,1561
208855,4360
208857,19844
208863,6412
208864,3330
208866,13041
208871,12272
208872,4521
208882,10164
208886,3480
208897,5817
208900,3892
208904,2168
208910,8190
208915,6656
208920,9142
208926,9672
208927,4626
208929,3528
208935,3750
208937,3396
208944,8109
208962,4455
208972,4905
208978,38598
208988,2136
208991,2016
208996,4300
209006,2794
209009,8816
209014,7074
209015,6876
209016,5500
209017,7980
209022,1764
209032,4730
209039,24956
209040,6040
209041,3416
209043,5576
209049,6633
209053,7320
209056,4596
209066,1920
209088,4842
209091,10272
209095,2976
209101,2107
209118,8430
209119,3084
209132,8874
209146,7447
209147,5094
209148,6160
209154,6149
209165,2955
209167,6944
209172,1765
209177,52767
209185,1782
209190,5110
209191,3906
209198,2562
209202,8372
209216,7488
209217,29187
209219,5355
209221,3801
209229,4422
209231,3626
209240,23732
209247,4352
209250,6850
209251,3509
209273,4696
209275,4631
209278,11344
209285,3168
209288,708
209289,20664
209293,2076
209295,2068
209299,5603
209303,4392
209306,4113
209307,7116
209308,4671
209323,5440
209332,2970
209336,6474
209341,5448
209343,4104
209346,630
209351,2936
209356,2410
209358,2574
209366,2574
209375,4842
209386,3040
209389,7446
209391,2200
209420,3948
209424,4140
209440,3447
209442,3850
209444,18000
209447,6090
209452,4570
209457,3245
209463,43212
209467,1350
209472,2530
209480,5243
209498,1475
209499,2786
209504,34584
209508,55728
209509,5180
209519,2704
209523,1408
209530,33050
209533,1650
209539,4760
209540,1278
209546,3834
209556,9633
209561,3950
209563,2520
209568,2519
209573,8019
209579,5775
209597,3784
209605,2730
209608,1575
209623,4060
209628,4270
209635,4448
209650,2061
209654,11258
209662,4275
209677,3808
209699,10548
209709,3861
209710,35664
209715,7056
209720,1330
209725,6127
209738,9012
209745,7092
209755,5057
209757,6152
209764,1075
209767,4886
209771,4428
209776,8112
209780,7777
209781,29160
209793,13092
209798,5480
209801,2022
209807,7502
209813,4338
209820,5604
209822,6924
209823,4420
209825,5467
209834,4256
209840,5170
209850,1624
209854,5390
209865,2016
209870,16864
209892,4572
209904,2880
209908,4512
209909,4880
209913,4194
209916,14256
209919,11088
209922,8064
209934,8359
209947,6345
209951,5740
209953,1851
209959,4802
209961,4290
209962,4360
209967,3752
209970,4403
209973,4238
209974,5412
209978,7856
209985,3213
209991,1452
209995,9830
209997,5823
210016,4147
210029,6413
210032,2952
210039,956
210042,6633
210047,4788
210049,1995
210058,972
210066,3414
210077,4708
210081,3796
210082,6597
210096,3762
210098,3540
210100,11396
210105,3681
210110,5328
210114,4744
210122,6248
210124,3738
210134,2871
210138,3240
210139,5544
210141,2045
210147,3144
210152,9710
210156,18198
210157,7110
210159,4580
210160,5496
210164,6710
210170,2964
210176,2317
210183,3052
210185,2226
210189,3626
210190,2772
210214,4928
210217,4890
210218,2724
210225,546
210234,4680
210251,6975
210252,5736
210256,6072
210257,5148
210261,11228
210263,1827
210264,5769
210274,6441
210292,12798
210293,2615
210295,1120
210303,6804
210305,9399
210309,3504
210311,8764
210314,2282
210316,7690
210318,7535
210320,6446
210330,2743
210333,2340
210336,3690
210338,5040
210341,4572
210345,13664
210356,4920
210371,4004
210391,6695
210400,6165
210409,6290
210415,4266
210422,5256
210424,4367
210426,3864
210427,3312
210428,3129
210430,5950
210438,4060
210441,1330
210445,18000
210446,1970
210451,10458
210458,3588
210459,4290
210466,2916
210468,4365
210473,7406
210474,4671
210476,2653
210483,4642
210484,6888
210485,4109
210489,7592
210492,1267
210495,5772
210496,16496
210498,5872
210517,4543
210522,7688
210526,3501
210532,4708
210536,4930
210537,4626
210546,13002
210554,1668
210600,3630
210605,7922
210609,6768
210610,3396
210617,3234
210626,5565
210634,4984
210636,5568
210640,6642
210648,5584
210652,26624
210656,5131
210658,8280
210662,2577
210665,28490
210670,2662
210676,7744
210679,8343
210689,7008
210700,6312
210702,14238
210706,9685
210712,2187
210714,2940
210715,3870
210720,6291
210723,9920
210726,6292
210731,5556
210736,5030
210746,11760
210751,2484
210756,8925
210758,2160
210783,3678
210785,9008
210792,1734
210808,5337
210815,5340
210817,2296
210840,2118
210844,15700
210846,8025
210848,9144
210851,4179
210854,8554
210855,13357
210862,9329
210863,7792
210865,4608
210866,3616
210874,5610
210875,15064
210877,8778
210879,5489
210880,4446
210887,12960
210889,3465
210892,4884
210896,4008
210901,5970
210908,13968
210912,4018
210916,840
210943,6966
210946,11376
210947,4180
210952,3024
210953,4026
210954,6000
210960,2585
210963,3528
210967,5678
210969,10346
210972,7072
210976,7425
210978,3428
210981,3240
210991,23069
211004,6748
211009,2744
211011,14880
211017,2765
211018,4185
211027,3552
211045,3616
211046,4311
211053,6214
211057,9243
211058,12597
211060,738
211065,8021
211071,6110
211078,3510
211090,4873
211091,2888
211094,2920
211097,11810
211100,6240
211101,156
211104,4420
211105,2940
211118,6253
211119,4950
211127,5424
211130,2232
211139,5895
211140,4581
211143,889
211146,2673
211154,40638
211155,19440
211162,4120
211165,8570
211166,10260
211168,5432
211169,4960
211172,3890
211176,9300
211184,1482
211188,2618
211201,4552
211207,4160
211212,3272
211216,3144
211218,3910
211222,5810
211224,4880
211226,4070
211227,2952
211231,5060
211243,2779
211274,8173
211276,2136
211278,5064
211282,3205
211283,4136
211286,20184
211290,4020
211298,12896
211309,4077
211313,5082
211315,5536
211323,18020
211335,3744
211337,243
211338,6840
211342,5810
211351,3108
211358,1998
211360,18183
211364,2563
211367,23076
211368,5159
211374,4704
211376,2720
211380,6265
211384,2648
211388,6800
211390,5344
211397,2996
211400,2097
211405,5800
211409,4617
211413,10280
211437,5775
211440,4671
211442,4383
211449,3078
211450,2472
211452,4499
211455,4869
211461,4488
211475,5211
211484,5949
211487,4698
211505,6993
211507,1305
211510,7461
211514,1836
211518,2873
211520,2737
211529,5505
211538,7633
211545,7968
211548,4207
211559,4886
211562,4600
211563,5814
211565,11670
211578,5580
211583,3528
211591,11466
211595,21223
211596,10517
211614,3912
211615,2536
211617,10374
211618,5570
211629,8750
211636,4032
211645,2540
211650,6552
211652,2190
211657,9300
211658,3619
211662,6093
211668,2295
211673,1256
211677,11052
211689,3861
211692,6450
211694,39308
211698,6552
211702,1770
211711,14352
211718,3941
211721,9824
211723,3280
211726,7560
211731,5880
211734,723
211736,5652
211738,4708
211749,7084
211753,6013
211754,20368
211755,4116
211756,7230
211762,4544
211765,6000
211773,6039
211775,3105
211782,4279
211789,3480
211790,5330
211791,5336
211797,5325
211802,2766
211809,4520
211810,3825
211815,15300
211834,4410
211839,3771
211842,12590
211846,4930
211847,8430
211849,38416
211851,16238
211856,3689
211864,4992
211869,26598
211881,852
211888,3346
211890,1836
211893,3372
211900,42840
211909,4785
211912,3710
211915,5520
211923,5369
211931,2400
211951,4848
211959,5337
211973,3773
211985,4200
211991,5272
211994,8750
211995,5838
212000,6864
212001,4824
212004,6000
212009,3047
212011,6100
212019,2465
212029,9408
212033,2205
212040,12348
212041,1160
212048,2827
212053,18525
212078,2572
212088,3942
212090,2480
212096,4235
212099,1820
212108,2598
212117,7364
212118,3223
212128,5181
212129,7848
212147,3915
212148,10200
212155,7992
212157,3312
212169,4675
212180,4941
212184,3627
212185,15981
212188,3546
212193,1458
212198,14518
212204,4960
212210,6567
212213,4408
212218,7344
212222,7084
212223,2695
212230,5072
212256,4168
212269,8205
212276,5650
212277,1638
212287,25298
212292,5355
212295,3549
212314,5747
212320,2187
212328,12701
212331,4640
212333,3976
212343,4587
212344,3968
212350,3240
212352,2720
212353,4340
212357,7840
212359,8016
212361,7898
212363,2952
212365,8870
212368,2254
212372,1064
212381,1656
212392,3360
212399,21920
212411,5409
212419,18920
212422,3260
212446,6281
212456,4750
212457,6402
212458,4416
212470,2637
212471,5742
212487,2470
212489,3320
212502,4147
212513,3234
212522,14760
212531,7348
212548,29344
212549,5922
212550,2856
212553,4536
212565,2740
212568,4498
212574,5467
212579,8078
212583,4194
212592,12096
212593,5994
212599,6392
212600,3150
212613,3696
212618,4626
212621,4509
212626,1472
212630,6192
212646,3984
212662,7574
212688,5968
212693,17292
212700,3440
212702,2223
212708,2046
212732,1122
212739,6955
212748,5742
212753,4764
212757,2624
212796,5740
212799,4080
212804,7290
212810,3780
212813,2196
212836,11560
212840,9786
212842,1040
212843,2796
212844,9282
212850,3440
212860,4284
212875,4232
212891,6102
212892,3892
212902,6303
212905,3399
212908,5160
212919,6513
212931,7590
212933,12334
212936,24780
212937,4176
212938,3484
212940,7810
212945,4249
212948,5200
212949,3304
212957,3910
212966,2961
212967,3927
212968,3787
212970,1890
212971,27738
212980,1269
212981,3185
212985,12418
212998,3500
213013,1640
213014,8050
213015,4732
213016,5810
213024,5533
213028,14980
213029,14168
213037,7183
213041,7047
213045,8025
213048,3300
213057,3025
213058,6660
213059,4144
213064,2863
213068,2728
213077,8090
213081,4102
213096,3176
213099,4992
213101,3366
213108,5889
213114,6160
213125,7236
213126,3730
213129,8679
213136,4037
213139,3942
213145,10660
213156,2739
213158,5544
213164,9185
213170,2212
213181,3856
213187,6240
213188,8593
213199,11934
213201,5243
213218,4923
213228,3710
213241,23256
213242,5551
213258,5753
213264,6540
213265,3054
213268,2646
213274,2328
213278,4112
213279,17199
213284,4455
213289,11099
213303,2097
213307,12788
213309,6023
213310,4250
213311,11601
213319,4090
213330,5252
213339,10791
213340,3870
213342,3223
213344,4800
213348,2500
213356,3240
213357,5672
213365,9399
213367,2040
213368,1440
213369,8688
213373,2763
213376,4144
213377,4980
213396,16300
213401,2043
213405,5550
213408,4417
213412,3910
213418,14685
213421,4584
213422,46197
213423,5280
213430,7112
213437,6540
213439,6116
213444,4310
213455,11154
213456,7228
213467,2226
213472,3546
213474,3650
213476,3204
213478,7686
213487,3870
213489,6006
213492,3355
213496,4515
213498,8288
213507,11144
213511,5571
213518,7106
213519,4584
213521,4239
213526,4656
213534,6354
213537,6344
213557,6648
213558,4635
213563,15345
213566,3680
213570,2226
213571,9972
213574,3537
213581,3080
213583,2058
213588,14365
213591,23776
213598,6237
213601,4416
213608,6028
213615,3918
213620,25632
213621,11936
213622,3084
213626,5660
213631,12441
213633,6714
213639,25488
213640,4600
213642,5632
213655,3794
213663,3122
213670,6520
213675,7704
213676,5790
213691,2310
213694,3294
213709,19899
213712,5933
213713,10736
213736,4437
213744,5837
213757,9210
213772,1480
213791,7728
213792,4460
213793,4272
213802,6424
213812,10128
213813,7370
213820,8496
213829,8280
213832,1590
213840,1729
213841,16218
213844,3584
213865,1628
213875,4640
213877,3684
213881,5949
213883,4224
213885,35616
213886,5220
213911,4914
213913,6885
213921,4912
213925,2216
213930,8385
213931,3393
213942,8388
213943,8008
213951,5590
213967,2980
213968,6237
213972,10788
213979,6398
213982,1416
213983,16002
213990,3840
213994,2739
213996,3392
214005,6680
214015,6984
214019,2880
214022,4790
214030,2502
214036,2046
214039,3416
214042,5379
214051,3885
214059,5820
214064,5390
214068,3430
214071,7524
214072,10309
214077,4536
214078,4277
214081,6430
214086,2422
214093,7101
214107,2943
214108,2016
214114,4170
214116,4494
214120,6762
214121,2629
214147,7992
214156,4811
214166,2904
214168,7080
214178,2172
214185,3020
214188,7650
214192,3344
214196,22440
214199,2705
214207,10948
214209,3591
214212,5880
214222,9702
214238,12768
214241,6904
214242,3652
214247,3168
214249,1926
214258,2166
214265,3708
214267,6851
214278,4280
214282,8712
214284,2898
214291,2925
214300,8536
214319,6240
214322,5346
214323,5676
214328,15580
214333,5565
214338,3976
214342,4785
214344,4576
214346,5016
214350,3794
214353,7155
214355,15572
214357,31185
214358,3768
214360,5759
214365,6070
214370,4961
214374,3540
214377,2760
214378,3186
214389,3500
214394,6738
214395,2933
214398,12032
214400,6360
214408,4752
214416,1956
214417,5824
214424,3324
214439,6149
214440,5232
214450,10234
214451,5310
214452,3936
214467,1400
214476,3080
214481,5000
214487,4900
214488,7267
214492,3480
214501,8073
214503,2625
214506,8265
214517,3790
214528,3157
214529,5360
214531,2276
214541,2770
214542,6200
214545,3792
214554,5320
214558,5500
214561,6831
214564,3250
214569,1570
214575,16650
214582,4624
214589,563
214592,2422
214597,4833
214599,3374
214606,5687
214611,32968
214620,17400
214623,2776
214629,2387
214635,3624
214637,6765
214638,3222
214646,2877
214653,4830
214659,4464
214660,4060
214667,2345
214669,22600
214670,7943
214671,5650
214673,5700
214676,2604
214697,4466
214712,6539
214715,7770
214717,5962
214724,5346
214726,18165
214731,7425
214743,4400
214750,2040
214752,3630
214761,6162
214768,1554
214776,2640
214777,6792
