k,summ
321046,9168
321052,8606
321068,4824
321070,1316
321071,9900
321073,5652
321074,3451
321081,2030
321084,2640
321087,4384
321088,19584
321089,3315
321091,7280
321093,5553
321099,1596
321103,4256
321107,6487
321108,6985
321109,2783
321113,4830
321119,3006
321121,8613
321125,3945
321127,54870
321149,5724
321152,2814
321163,1670
321178,3950
321190,4381
321198,4528
321200,5160
321213,3546
321214,5895
321216,3528
321218,5028
321219,7908
321225,7120
321234,5698
321235,6045
321242,4808
321247,3735
321248,6630
321251,2450
321262,1820
321268,4986
321277,4906
321278,2945
321292,3870
321295,9944
321311,3864
321317,10912
321322,7440
321327,4920
321328,4410
321329,5555
321331,8987
321339,4815
321341,3900
321342,7080
321346,5724
321350,5724
321355,3372
321359,6860
321361,4208
321370,5149
321373,25575
321388,2067
321392,4664
321401,2816
321406,4248
321410,644
321417,29848
321418,4928
321419,2220
321423,5580
321433,1350
321439,5291
321440,2596
321442,4536
321450,3432
321454,4862
321455,3894
321457,3064
321468,8010
321479,4088
321489,3840
321490,2758
321491,4260
321494,6656
321496,1650
321497,5705
321517,2700
321520,7787
321521,5761
321522,5516
321524,8310
321527,15195
321529,1584
321541,2625
321543,1504
321545,6924
321551,3664
321553,28175
321555,4456
321556,5832
321557,4935
321562,2632
321564,7008
321566,35640
321575,2888
321578,5580
321582,4906
321583,9548
321587,5040
321591,6650
321594,7322
321617,4896
321632,3531
321639,1715
321643,5635
321644,4960
321649,17255
321652,16872
321658,4815
321660,7891
321662,9696
321663,4320
321665,4239
321666,10351
321670,8041
321672,1992
321679,12060
321690,6328
321694,4272
321697,95288
321701,7798
321705,7857
321707,3410
321711,6100
321728,3476
321730,2400
321732,6525
321734,8040
321738,5340
321741,5075
321743,2880
321752,2838
321756,4151
321770,2990
321771,3472
321774,2424
321782,6780
321797,4110
321798,6660
321801,7056
321811,7992
321814,10185
321819,10049
321821,7542
321822,7602
321834,4356
321837,4560
321838,1740
321843,13272
321850,3752
321852,2600
321855,7756
321856,6160
321857,3928
321863,12545
321868,14885
321870,3038
321877,6132
321879,7128
321884,5056
321890,3426
321898,5172
321905,5071
321917,7476
321918,5184
321919,6636
321920,2358
321928,4160
321929,6276
321939,9401
321956,3367
321978,9420
321981,1540
321983,6704
321988,3294
321991,3514
321992,6850
321994,5190
321995,27888
321996,15660
322011,4644
322016,3120
322017,3256
322023,2849
322035,9779
322039,6756
322040,4207
322052,3241
322055,4545
322056,3360
322064,8606
322068,2629
322085,11116
322086,3840
322090,6384
322108,1780
322111,10336
322119,3948
322133,47496
322135,2296
322136,3736
322143,4040
322158,3120
322164,3682
322180,3696
322186,2652
322188,5950
322192,7111
322196,2673
322197,3980
322201,2674
322207,3377
322215,17879
322220,19826
322222,7854
322223,12852
322225,2576
322228,3795
322239,2268
322240,5690
322247,2910
322248,8414
322253,5166
322267,5823
322271,6409
322279,2527
322280,5720
322283,3528
322308,23652
322322,9570
322327,7562
322341,8483
322348,8944
322349,5510
322350,9035
322351,2300
322352,4392
322357,5555
322370,3573
322375,2454
322387,2667
322403,8136
322412,5044
322415,4640
322424,6957
322428,4300
322433,6424
322442,3352
322444,11960
322451,24852
322457,7126
322463,5047
322469,5616
322472,6747
322479,17888
322480,52185
322487,9380
322491,8047
322500,4257
322501,1385
322507,8380
322510,5784
322513,6140
322518,1086
322520,3340
322528,3688
322531,1209
322544,2392
322551,9240
322554,1854
322555,3020
322558,27558
322559,3204
322565,2976
322566,3600
322568,3630
322573,2466
322582,3420
322589,6776
322590,4347
322594,3440
322606,7812
322607,5436
322614,1962
322616,4986
322617,2890
322618,3801
322622,4641
322627,3250
322630,7293
322631,1449
322639,4932
322640,2849
322656,4980
322659,7128
322664,7130
322665,5910
322666,4077
322667,4108
322673,4323
322675,7260
322677,13290
322683,4920
322684,3006
322690,7188
322713,23320
322738,4452
322744,8330
322766,2010
322771,3696
322775,4500
322778,3497
322787,12090
322791,2178
322798,4060
322800,16264
322805,4800
322809,2354
322812,2058
322817,9168
322818,2471
322821,4706
322825,4466
322829,4020
322831,18546
322833,1404
322834,5496
322836,11632
322839,20025
322848,6288
322864,3690
322866,20120
322872,5797
322873,1998
322876,4620
322898,7070
322906,3647
322922,3500
322939,4655
322940,380
322944,2148
322948,5648
322953,2832
322969,4878
322973,1441
322979,4983
322990,1267
323001,4158
323002,6244
323015,4927
323019,6710
323023,2736
323030,4944
323038,9648
323042,3424
323046,5616
323053,14080
323059,6848
323061,6180
323062,5616
323070,12540
323071,5328
323072,4248
323074,3480
323089,4730
323090,7710
323098,2926
323106,8160
323109,4338
323113,4102
323115,10413
323118,6162
323120,4816
323128,5580
323129,4698
323131,5048
323135,11168
323139,18680
323159,19236
323160,4121
323161,1701
323166,3905
323177,8489
323180,5369
323182,3140
323186,7980
323191,4158
323200,3474
323202,11130
323215,6648
323219,12866
323220,4356
323226,5688
323243,3816
323257,8270
323263,5800
323269,14032
323273,3421
323276,3934
323277,7260
323287,2401
323288,1738
323290,6630
323301,5792
323303,3066
323313,9702
323318,2990
323322,7310
323326,6552
323334,3171
323335,4806
323339,7730
323341,3870
323342,3794
323344,4592
323357,14520
323366,19260
323370,1965
323377,7440
323378,9339
323385,4940
323393,6312
323399,5340
323403,1930
323428,4188
323430,4949
323442,6214
323452,8199
323455,3357
323456,3720
323459,837
323469,9320
323474,5236
323477,4437
323480,13668
323484,16980
323485,12493
323490,4248
323493,4074
323497,5135
323498,1890
323500,1960
323505,5944
323511,5760
323515,6360
323516,5480
323522,1880
323531,4116
323536,5157
323541,15105
323546,5509
323551,9184
323560,3864
323566,3950
323572,3591
323574,2500
323575,3549
323578,10220
323583,5951
323585,6840
323587,24192
323588,9312
323591,9999
323592,31269
323603,7310
323606,3168
323607,10250
323618,18480
323629,12089
323641,6020
323644,9035
323655,18872
323665,6080
323667,21450
323674,5180
323677,1464
323687,8540
323693,3627
323696,4984
323700,33000
323710,3640
323713,23072
323714,4720
323716,1407
323730,10120
323732,3800
323733,9024
323734,11600
323735,12292
323738,7294
323739,3375
323741,6624
323748,6019
323763,27675
323772,6105
323789,30537
323803,4230
323814,4212
323824,2664
323844,24947
323850,5168
323854,3492
323856,10348
323858,2366
323863,5456
323868,1416
323874,2541
323876,2660
323878,6808
323886,6320
323900,6127
323901,4320
323902,37800
323903,4000
323908,6200
323920,4906
323922,9328
323923,1910
323924,8372
323926,9975
323954,9136
323967,10036
323971,3204
323980,4764
323983,8303
323995,7322
323996,2140
324000,4606
324006,3157
324011,14994
324012,7964
324013,24776
324015,28626
324019,16986
324020,5214
324028,2613
324035,27716
324037,3240
324040,19060
324042,3899
324046,3374
324052,5544
324062,4860
324078,996
324080,2277
324100,3570
324101,8304
324113,5800
324114,6860
324119,2743
324121,4941
324128,6276
324132,5490
324134,6624
324147,4381
324148,8736
324156,4667
324161,5283
324162,2674
324164,2786
324166,19383
324173,39000
324179,6190
324181,4257
324184,10980
324185,7420
324187,7420
324198,4095
324200,6597
324209,7416
324214,756
324221,3376
324222,6012
324224,16212
324227,19488
324233,4750
324237,10620
324239,3162
324243,26694
324247,11550
324268,5136
324281,4812
324308,4128
324311,6032
324314,2899
324320,4212
324323,8970
324324,3894
324332,5136
324335,18440
324350,5058
324361,7398
324362,9894
324364,10262
324367,5628
324369,6391
324375,6412
324391,3168
324392,5168
324398,6270
324399,3372
324402,3949
324418,3832
324425,5022
324427,5040
324430,6556
324433,2808
324443,5560
324454,13770
324458,12040
324476,4893
324479,2650
324482,2277
324484,6000
324486,8876
324489,6540
324490,10878
324495,6237
324498,2744
324507,3320
324513,8144
324516,2280
324521,8910
324529,4788
324532,31418
324545,3890
324546,5184
324554,3355
324557,6993
324558,2556
324563,3780
324566,4310
324574,5380
324579,18788
324585,2700
324598,8489
324610,5709
324631,20688
324637,7758
324639,5400
324644,2560
324654,9396
324660,14960
324664,5481
324668,5500
324671,5712
324672,3090
324677,9750
324681,24633
324686,4680
324688,7116
324706,10304
324723,9009
324724,3783
324727,4070
324728,3366
324733,1302
324737,4960
324738,4302
324762,1554
324772,12656
324782,2097
324783,8424
324794,4598
324805,4548
324813,2982
324815,4753
324822,7397
324826,5490
324848,2625
324851,5260
324855,5736
324863,3300
324874,8870
324876,2618
324881,4741
324889,1410
324890,5770
324891,2040
324893,2874
324902,5068
324903,3210
324904,6748
324924,4466
324931,7280
324935,6622
324936,5416
324942,7230
324943,5896
324944,5180
324958,2853
324959,4214
324960,3582
324962,5409
324979,5056
324997,3726
325008,2596
325012,9348
325026,2904
325049,3376
325051,5124
325060,1788
325062,10571
325063,1848
325065,3054
325072,4122
325074,3888
325083,4784
325090,2943
325091,4656
325104,4390
325108,9915
325112,3208
325113,4069
325115,5700
325118,5928
325122,6380
325130,4000
325131,4770
325135,9048
325139,5706
325155,4320
325157,2583
325164,3262
325165,5751
325168,5808
325169,6656
325177,5112
325180,3950
325181,9911
325183,2814
325189,33480
325192,3744
325214,3926
325225,6180
325229,1728
325238,6916
325249,5590
325266,1770
325283,2562
325296,5746
325299,5688
325310,5472
325327,10465
325335,5100
325344,1572
325345,4320
325348,3535
325351,2312
325358,5950
325362,4662
325363,4298
325369,5355
325385,7546
325386,3357
325395,3576
325396,2144
325398,4976
325400,5256
325404,4565
325407,25650
325408,5958
325409,2056
325412,1680
325419,10673
325420,4445
325426,9469
325430,3840
325434,8715
325439,5770
325447,6678
325458,10186
325468,2112
325471,3010
325477,20700
325488,3024
325496,5324
325500,4872
325502,5696
325529,5709
325538,1555
325560,3952
325567,2690
325573,4420
325578,3708
325583,23856
325599,2455
325600,13920
325604,3978
325609,23078
325610,1376
325611,7335
325620,15865
325636,3255
325643,14053
325648,2202
325650,6116
325664,5610
325672,5445
325692,1816
325700,4740
325703,19332
325712,4581
325726,3951
325729,3580
325745,16740
325747,3681
325749,3168
325755,16884
325756,7968
325759,15585
325760,3284
325765,6708
325773,3096
325780,3340
325782,4026
325784,3674
325789,1665
325795,3744
325798,3684
325800,27550
325803,8040
325819,22400
325820,29374
325821,2240
325822,4790
325829,34007
325846,2292
325848,4896
325849,4680
325855,4712
325857,3353
325863,992
325874,2574
325876,2454
325880,2705
325887,10584
325892,6976
325902,5470
325903,3076
325904,4697
325911,3069
325916,1765
325932,3432
325937,587
325938,4452
325975,5456
325983,2436
325984,6924
325989,21556
325991,4610
325992,8019
325993,7330
326007,2827
326014,2184
326023,3879
326026,2439
326028,3195
326029,7680
326031,2156
326033,2817
326044,5665
326047,5733
326049,7359
326051,4380
326062,1470
326064,5010
326071,6855
326078,5364
326081,4477
326083,5652
326086,5474
326087,5360
326088,6048
326097,5168
326101,5520
326111,2793
326115,3784
326119,8866
326120,8008
326123,6193
326127,3570
326134,3006
326143,6450
326153,4810
326157,5328
326158,5103
326160,18684
326173,1458
326175,4712
326177,7070
326182,3420
326185,5640
326186,2810
326190,31380
326193,4720
326198,5260
326203,11284
326205,5445
326206,2944
326210,4900
326211,4059
326220,4824
326221,8414
326235,5391
326256,15589
326258,2030
326260,8848
326264,3584
326276,3504
326281,5864
326285,7140
326295,3388
326300,3080
326307,4365
326311,3940
326312,2431
326322,5550
326323,9828
326324,8250
326328,4232
326330,4860
326331,3880
326337,5181
326339,6244
326342,2504
326343,7569
326350,8424
326354,3962
326358,5655
326372,6400
326375,1314
326378,6314
326381,7660
326387,6660
326390,7860
326397,3200
326402,1392
326404,18410
326413,3123
326420,4851
326427,3129
326429,5816
326447,464
326460,2815
326461,3470
326463,1638
326467,7000
326470,5160
326473,3663
326482,2880
326486,1675
326495,4476
326497,4487
326500,4340
326501,4498
326510,10980
326514,9316
326532,3330
326537,9812
326542,5250
326564,7566
326568,5094
326573,3816
326580,6138
326581,2937
326588,2673
326589,29739
326591,5040
326598,1168
326601,4200
326602,3258
326613,4536
326620,1728
326624,1246
326626,4140
326630,7924
326631,5208
326635,5980
326637,4245
326650,5697
326664,4151
326669,7128
326674,2100
326675,4656
326679,2802
326688,25880
326697,2850
326712,6787
326718,8767
326720,2060
326724,6028
326729,7112
326736,8904
326764,2989
326774,9048
326775,3627
326798,4941
326816,3280
326818,10803
326820,2512
326828,3906
326834,4845
326835,6370
326842,4880
326848,23650
326850,4648
326852,4840
326856,1834
326861,6216
326875,1980
326877,5474
326879,6990
326897,4477
326899,32340
326901,10008
326904,4532
326905,13428
326918,5210
326926,4224
326934,15484
326935,2214
326946,17150
326947,13962
326960,8855
326978,22040
326987,2842
326997,2725
327000,5590
327013,3366
327016,6110
327017,8877
327035,5472
327040,4134
327044,4504
327055,2728
327064,24456
327065,6524
327083,2352
327096,21367
327104,2240
327105,2877
327113,5211
327118,7956
327119,4630
327120,24192
327125,3030
327131,37884
327140,2696
327143,7504
327145,3180
327153,2220
327154,3976
327160,5319
327178,5797
327189,6708
327199,4053
327203,2997
327204,4728
327205,1070
327213,2051
327216,4928
327217,5889
327221,6699
327224,3168
327244,10395
327252,6380
327262,2688
327267,24456
327271,6110
327276,5570
327283,4598
327290,4140
327307,3752
327309,3514
327314,3707
327318,3942
327321,5238
327324,5802
327327,11760
327329,1694
327338,7744
327342,4433
327347,2754
327348,5676
327350,4192
327351,3458
327355,4800
327362,4802
327368,20880
327370,860
327372,5010
327386,2520
327388,4598
327391,7248
327393,3930
327399,23400
327401,5988
327408,4170
327423,4050
327424,3735
327431,3024
327435,5265
327437,4000
327446,6288
327453,3864
327462,5013
327472,4788
327484,5467
327487,4425
327493,2720
327498,4464
327501,10176
327504,5022
327517,8272
327522,31902
327523,6112
327528,1855
327530,3984
327531,6391
327535,18436
327540,2275
327542,3690
327553,9624
327557,4860
327560,2781
327569,6040
327574,3096
327578,4020
327595,12521
327620,3055
327621,8990
327626,19975
327634,19720
327643,6240
327644,7370
327655,5819
327661,9960
327673,1776
327675,3136
327676,4829
327677,6579
327698,5370
327713,3936
327721,3888
327751,4080
327762,4032
327765,4530
327770,2979
327783,3760
327784,7524
327788,2740
327794,4752
327795,7878
327802,4752
327803,4730
327804,5798
327810,6279
327812,5088
327819,2943
327834,8736
327836,5704
327840,4585
327845,4545
327847,6409
327848,7953
327862,6070
327863,3984
327865,4110
327879,11550
327887,26502
327888,3900
327910,4290
327916,3786
327926,7241
327927,1110
327940,3563
327946,30030
327947,3990
327948,11640
327957,1428
327959,2970
327963,2597
327964,13748
327969,30264
327970,9919
327971,4169
327973,2611
327982,4200
327994,4550
328001,3545
328006,3952
328010,8106
328014,4680
328030,3192
328038,4520
328039,5075
328041,8050
328052,1984
328054,3710
328060,3558
328062,5544
328065,2058
328070,2373
328074,7635
328079,4923
328085,6888
328097,20033
328099,5580
328107,3744
328114,5797
328116,5990
328118,6105
328122,4056
328129,8475
328130,4800
328143,5824
328144,4856
328149,1910
328154,4190
328160,4056
328161,4896
328162,17577
328174,6444
328176,5760
328180,3365
328181,4103
328193,798
328205,6435
328209,4518
328218,3176
328222,4248
328223,13424
328235,29051
328246,7308
328248,3888
328249,13503
328250,6012
328254,6888
328257,7188
328265,8368
328268,1652
328279,693
328286,25224
328289,3960
328292,1800
328294,5250
328303,5203
328326,5350
328327,3865
328331,3906
328334,8382
328335,3924
328336,2808
328350,5899
328360,3556
328362,6636
328365,3991
328371,21850
328373,7812
328375,4270
328378,18715
328383,8520
328392,3250
328399,4240
328400,7270
328411,2977
328416,3552
328425,15045
328428,3420
328436,3582
328442,8489
328455,25256
328460,4700
328470,3560
328474,5832
328479,5130
328480,7532
328483,5194
328484,6048
328485,5648
328486,5698
328487,22282
328490,24804
328493,7124
328495,41217
328501,2214
328506,4944
328513,18594
328526,4208
328531,5962
328534,4149
328541,8955
328549,3240
328553,3456
328560,5694
328562,4725
328563,4812
328564,7248
328565,5432
328571,9856
328573,5715
328577,5832
328578,3256
328581,13039
328584,3168
328587,4816
328592,7824
328595,5445
328599,3250
328601,6450
328603,2830
328606,4968
328607,5832
328614,5130
328630,6470
328645,4550
328653,2480
328668,8304
328671,5838
328674,7414
328681,4608
328706,4445
328710,5423
328713,5889
328714,2534
328720,3488
328726,11286
328729,4608
328741,4488
328748,27962
328750,6291
328755,5746
328764,6590
328767,18408
328769,7800
328781,23220
328783,3780
328788,6413
328789,3744
328797,6413
328807,5660
328813,32384
328820,3180
328821,2865
328833,2050
328835,20026
328836,5286
328844,3180
328854,8417
328855,7974
328861,6416
328866,3576
328869,4350
328872,1578
328887,9786
328889,10476
328890,9747
328891,3810
328903,2352
328907,40608
328910,5283
328911,9408
328919,6230
328921,5558
328925,1528
328929,5312
328931,6227
328935,3861
328961,9090
328980,5203
328984,3630
328987,8715
328988,5925
328990,4560
328992,4608
329000,7173
329005,5100
329023,6312
329026,1508
329033,2960
329034,18920
329037,2009
329044,6756
329053,7400
329057,7440
329062,7860
329064,4743
329065,6380
329073,3784
329088,5775
329090,1244
329095,3592
329100,8638
329104,9062
329107,560
329111,11673
329131,4565
329132,3521
329135,1352
329144,18069
329156,4368
329159,5832
329160,7506
329175,6877
329176,2565
329183,3544
329184,16030
329187,6097
329197,4488
329201,7083
329207,1455
329212,5067
329216,6072
329220,2086
329228,3864
329231,3535
329233,8616
329234,3290
329244,3577
329248,4829
329249,20938
329250,5496
329252,2408
329256,3360
329262,6090
329263,2776
329265,4136
329273,7371
329279,2046
329284,3760
329290,15534
329297,7020
329304,6944
329308,2085
329322,3570
329329,8064
329334,6190
329339,4452
329352,25296
329363,8296
329367,2450
329373,5292
329380,1695
329387,1056
329392,4992
329401,4004
329414,7974
329418,11928
329423,1602
329424,8657
329425,6110
329434,2915
329440,2740
329452,8560
329454,18225
329460,4144
329461,2180
329466,22386
329484,4102
329489,9633
329492,8112
329495,10049
329498,3033
329504,6720
329511,5446
329517,6420
329519,5508
329531,2266
329546,6900
329562,6201
329563,4896
329566,12026
329571,4103
329572,4336
329575,6253
329589,5835
329591,7120
329594,5790
329601,5630
329602,2304
329603,3512
329608,1995
329609,1715
329615,2325
329617,5780
329620,10908
329630,7670
329634,2920
329642,2275
329647,1857
329655,4816
329658,5440
329664,7744
329667,10982
329683,2457
329684,9867
329695,14112
329718,1904
329720,2712
329724,7412
329757,5460
329760,5830
329763,6930
329767,5110
329774,4968
329777,4280
329784,2565
329786,6006
329803,7701
329808,2296
329821,14573
329828,6192
329834,4725
329837,6734
329848,5790
329849,5373
329863,5984
329871,1956
329874,5058
329878,4095
329884,6510
329890,7380
329892,5904
329895,7018
329907,8840
329917,7227
329920,4710
329925,13230
329928,4617
329929,6136
329931,4230
329938,4872
329939,5264
329940,5301
329949,7997
329957,4014
329961,4170
329982,4752
329983,2548
329984,3984
329987,6228
329988,5978
329996,5616
330010,5094
330013,3285
330020,5328
330034,4631
330040,6570
330059,7070
330063,5960
330068,5300
330072,8355
330075,5445
330077,632
330084,1956
330085,7408
330095,5260
330096,5348
330101,3780
330106,6489
330125,4688
330129,5655
330137,2945
330138,2508
330144,6201
330146,5880
330157,2540
330170,2149
330186,7813
330196,5661
330199,5748
330205,3150
330214,3780
330221,19692
330227,2310
330229,7891
330230,5700
330231,6500
330234,6138
330236,2265
330237,6942
330241,5800
330248,3114
330249,2960
330251,1480
330255,1944
330260,4212
330261,4664
330262,2910
330264,7728
330269,6840
330273,2605
330275,6818
330277,9380
330289,10275
330302,2412
330307,8196
330309,5568
330311,2992
330316,7890
330323,4356
330326,27330
330334,2830
330348,20916
330358,6399
330361,5376
330365,4086
330368,24432
330370,1812
330371,2951
330375,7002
330380,5490
330384,4990
330386,6678
330387,4090
330388,5060
330391,3570
330397,8946
330398,6264
330400,6838
330402,2250
330411,6325
330417,6255
330418,5445
330427,2618
330433,4818
330439,3296
330443,6226
330449,10439
330456,5364
330463,6696
330472,4683
330473,2058
330474,8475
330484,3460
330487,5973
330490,6570
330491,5250
330497,3156
330508,3340
330512,2004
330515,5976
330516,3032
330518,8244
330522,2990
330523,21164
330528,5058
330531,5744
330535,4856
330536,4572
330547,9878
330549,9030
330559,1813
330560,2628
330561,5291
330564,7144
330567,18927
330579,6840
330580,3519
330581,3565
330594,3762
330603,2838
330619,3144
330622,13958
330626,5030
330628,7428
330631,1608
330634,5460
330638,7491
330643,6200
330665,6018
330667,6020
330683,3675
330684,4185
330690,4068
330694,5176
330703,8162
330706,5625
330708,5352
330711,8280
330712,13824
330713,3230
330721,4720
330722,34109
330731,1926
330735,3114
330749,6363
330753,14775
330755,3126
330759,4655
330761,7700
330765,21494
330769,8148
330781,8437
330783,4060
330784,4216
330785,4686
330786,2450
330790,3248
330791,5280
330796,2646
330797,40925
330802,2751
330808,8398
330822,6684
330825,5940
330835,12015
330836,5144
330840,4290
330865,5850
330869,3124
330871,6501
330877,7839
330880,4200
330881,6368
330886,12614
330887,4884
330888,4875
330894,12375
330900,1995
330911,2702
330929,6648
330936,7136
330939,4830
330950,7770
330957,1710
330967,5864
330975,2650
330979,6622
330981,988
330985,5860
331001,4753
331004,11056
331007,2483
331015,4350
331017,2466
331018,7581
331027,3246
331029,5346
331032,3516
331035,7490
331037,3172
331045,7227
331049,3672
331053,1308
331055,2704
331063,7995
331065,9912
331070,3392
331073,1662
331075,9412
331077,3824
331079,1820
331081,4084
331088,16388
331091,23180
331093,4236
331096,6279
331111,1896
331113,8436
331124,4290
331125,5220
331133,8904
331136,5790
331139,5520
331145,6840
331151,5040
331157,7777
331158,7080
331161,12920
331162,7668
331183,4833
331190,7776
331198,5340
331200,2403
331217,10836
331222,4512
331228,22178
331230,8820
331231,2607
331233,11130
331240,3897
331248,5184
331258,6808
331259,10155
331264,1685
331267,3924
331268,14467
331274,5120
331282,14322
331283,1164
331289,5798
331302,5420
331311,4741
331322,2826
331325,8040
331330,4752
331332,7922
331334,5650
331336,5306
331340,2008
331361,6611
331365,4090
331369,3666
331371,2928
331378,5916
331395,7942
331398,17946
331407,3159
331410,21862
331414,4220
331415,4280
331416,2000
331421,7893
331429,4664
331431,4059
331432,3955
331435,2990
331445,10101
331446,2844
331447,1992
331448,9645
331450,4500
331453,7280
331464,4873
331466,3322
331467,2944
331468,3502
331471,6690
331477,4304
331489,2840
331498,5958
331511,5319
331513,10875
331516,2480
331519,2892
331520,5688
331522,11172
331528,3144
331530,4092
331545,3032
331557,4848
331560,2968
331561,6930
331580,5580
331584,6853
331587,5499
331594,15939
331596,6346
331597,6083
331600,3720
331617,5104
331623,1650
331632,2810
331640,3768
331651,6552
331653,6743
331669,2540
331671,7073
331678,3405
331688,6225
331689,6094
331694,5229
331697,6732
331714,3465
331718,1750
331720,7044
331721,5264
331726,5005
331733,4186
331734,4472
331737,3745
331740,2584
331755,2961
331756,1136
331757,4419
331759,1230
331762,7722
331767,2796
331779,9646
331780,7634
331785,19206
331786,3222
331793,15465
331797,5369
331803,4109
331806,3913
331810,1416
331832,4344
331835,2346
331854,3708
331859,8932
331863,2600
331870,4585
331874,6090
331876,5379
331877,21880
331885,2184
331887,2574
331889,6876
331894,3627
331905,5291
331915,4520
331920,4264
331925,5328
331933,6888
331934,4776
331944,7568
331954,5421
331955,1485
331962,8580
331971,10112
331976,3010
331982,5562
331984,5892
331986,3780
331989,2748
331991,10654
332000,10076
332002,7294
332004,9671
332005,4311
332008,17496
332009,5488
332015,5870
332017,4788
332021,6328
332027,5010
332038,10010
332044,3487
332051,4160
332055,5220
332066,9828
332080,27482
332085,5064
332086,7336
332090,3520
332092,7176
332094,3672
332096,10634
332100,5034
332109,7572
332110,4059
332114,3120
332118,2860
332122,17153
332125,3682
332128,3262
332131,6972
332132,3904
332138,7733
332140,3342
332156,7920
332161,5866
332168,4390
332171,3984
332186,5488
332188,4644
332194,3107
332199,1988
332202,4480
332220,3696
332232,6276
332236,3125
332243,8590
332248,5588
332249,26348
332251,6070
332252,1986
332260,3429
332264,12716
332280,8492
332282,3720
332284,3025
332286,9660
332295,2280
332306,3289
332319,11084
332329,4096
332336,7028
332339,3936
332340,6039
332341,3241
332352,4860
332368,3450
332369,2268
332372,3684
332385,4072
332391,1175
332398,23902
332406,5712
332407,4653
332411,6570
332416,13485
332418,7124
332420,4488
332424,3052
332425,7176
332433,3845
332434,1673
332438,7469
332441,8370
332453,8220
332460,3230
332464,9152
332466,5382
332467,21744
332469,7119
332474,5687
332477,10319
332479,4640
332490,5797
332494,9285
332496,2408
332497,3736
332499,3249
332503,2285
332508,4300
332521,4422
332522,7798
332523,6840
332536,3630
332537,2760
332538,4432
332555,4158
332556,3050
332580,2583
332584,5180
332594,9669
332604,4092
332606,7381
332621,4780
332629,2680
332630,6495
332632,5152
332636,1734
332638,26243
332644,4246
332649,7680
332651,10036
332659,2540
332660,6420
332666,5103
332668,2556
332682,28159
332686,11077
332688,22638
332702,4904
332711,6456
332715,5840
332717,3100
332719,2336
332730,4560
332737,6072
332757,5160
332761,8220
332768,2040
332769,15285
332770,3232
332778,5512
332779,6264
332781,5672
332787,2504
332795,3906
332797,5988
332812,21470
332813,9780
332816,4499
332828,4809
332835,4528
332839,4410
332855,1393
332862,1425
332871,2718
332873,5376
332875,1800
332879,7602
332881,6220
332886,17136
332887,2280
332908,3262
332920,8190
332923,6102
332927,3730
332933,6264
332935,5940
332938,5930
332941,2345
332950,8001
332958,1800
332961,30432
332967,8036
332980,4130
332984,8229
332990,11110
332993,8393
332999,3783
333001,20286
333005,7080
333016,29946
333019,8280
333020,5044
333029,2871
333050,35112
333054,6204
333058,6648
333071,1872
333073,3789
333076,27960
333078,3612
333079,3066
333088,12504
333103,5376
333108,10780
333116,3928
333119,5632
333120,4826
333139,4184
333157,4086
333167,1910
333172,1104
333174,8055
333179,3355
333181,3320
333182,7939
333183,5473
333188,5395
333195,3704
333211,3450
333212,9705
333215,3416
333216,4404
333217,6540
333233,2360
333237,3552
333243,27196
333247,1080
333253,3825
333256,3390
333260,6348
333266,1475
333273,8604
333274,4167
333294,3672
333310,14364
333311,4806
333312,6384
333313,4354
333318,8476
333319,7518
333326,11186
333332,30900
333337,2208
333340,9230
333344,7678
333347,1995
333348,4360
333351,10218
333352,1211
333356,4995
333357,12207
333358,5357
333363,3055
333367,16302
333369,12730
333374,13566
333378,5460
333380,5085
333386,15844
333387,1908
333388,25977
333393,2752
333396,3493
333400,20620
333408,4005
333413,1421
333433,6690
333442,6468
333450,3528
333451,16974
333482,21580
333483,5886
333487,3514
333488,2723
333489,5243
333491,4770
333502,8154
333503,2624
333514,11102
333516,3610
333518,2981
333519,10240
333522,3708
333541,2796
333542,532
333543,4344
333567,3032
333569,24396
333573,4466
333587,5082
333590,23660
333594,2272
333606,3497
333619,10680
333629,2872
333639,2776
333643,5280
333644,2261
333645,6096
333654,8880
333658,6325
333664,5565
333684,5130
333715,4191
333718,1210
333722,6875
333723,6986
333725,1464
333738,5104
333739,7579
333744,4400
333754,4152
333756,4165
333761,7722
333768,1044
333769,4950
333771,3066
333773,3129
333783,8658
333790,4245
333801,4203
333806,4600
333811,16859
333813,5296
333816,3670
333819,6088
333827,10875
333830,5335
333849,1083
333853,12654
333854,5709
333857,5292
333873,7970
333890,1800
333892,3344
333893,3906
333895,6138
333910,17200
333912,2187
333913,5090
333920,4784
333923,6201
333924,2952
333927,30340
333932,13398
333952,5512
333957,4806
333974,2140
333976,3924
333978,2169
333980,6384
333982,3178
333987,8690
333989,20746
333995,2256
334008,2232
334012,5525
334020,2812
334021,4797
334023,7150
334027,4784
334033,3700
334060,792
334061,3487
334068,5502
334084,6630
334096,6692
334107,8514
334125,6370
334126,21907
334129,4498
334146,2340
334149,7722
334155,5490
334158,2946
334163,15584
334165,7808
334167,7376
334171,4300
334173,19363
334174,5616
334175,11452
334183,2655
334190,2176
334194,4088
334199,4950
334212,3592
334215,1161
334220,5754
334221,8041
334228,4568
334238,7749
334239,6264
334257,4360
334260,11235
334263,5837
334272,5445
334277,3157
334282,20171
334288,3400
334296,3936
334300,2680
334301,5296
334302,8985
334304,3340
334307,2730
334313,6615
334315,7210
334318,4236
